,question,tag,correct_url,correct_id,returned_id,mrr_score,urls
84,トラブルあり,ｄトラベル,https://travel.dmkt-sp.jp/faq/169/,1051,"[330, 179, 202, 182, 194]",0,"['https://faq.carshare.dmkt-sp.jp/faq/show/359', 'https://faq.carshare.dmkt-sp.jp/category/show/48', 'https://faq.carshare.dmkt-sp.jp/category/show/68', 'https://faq.carshare.dmkt-sp.jp/category/show/38', 'https://faq.carshare.dmkt-sp.jp/category/show/22']"
85,予約をキャンセルしたい,ｄトラベル,https://travel.dmkt-sp.jp/faq/63/,1052,"[286, 990, 1152, 470, 960]",0,"['https://faq.carshare.dmkt-sp.jp/faq/show/395', 'https://travel.dmkt-sp.jp/faq/52/', nan, 'https://faq.carshare.dmkt-sp.jp/faq/show/372', 'https://travel.dmkt-sp.jp/faq/156/']"
86,割引されない,ｄトラベル,https://travel.dmkt-sp.jp/faq/24/,1053,"[626, 764, 520, 311, 442]",0,"['https://travel.dmkt-sp.jp/coupon/', 'https://travel.dmkt-sp.jp/faq/171/', 'https://faq.carshare.dmkt-sp.jp/faq/show/109', 'https://faq.carshare.dmkt-sp.jp/faq/show/110', 'https://faq.carshare.dmkt-sp.jp/faq/show/111']"
87,gotoトラベル,ｄトラベル,https://travel.dmkt-sp.jp/feature/goto/,1050,"[1301, 646, 652, 740, 641]",0,"[nan, 'https://travel.dmkt-sp.jp/feature/goto/', 'https://travel.dmkt-sp.jp/feature/hoshinoresort/', 'https://travel.dmkt-sp.jp/feature/hoshinoresort/kai', 'https://travel.dmkt-sp.jp/coupon/20200831']"
88,ペット可能,ｄトラベル,https://travel.dmkt-sp.jp/hotel/list/petplan/photo/,1051,"[363, 307, 931, 176, 624]",0,"['https://faq.carshare.dmkt-sp.jp/faq/show/54', 'https://faq.carshare.dmkt-sp.jp/faq/show/400', 'https://travel.dmkt-sp.jp/feature/article/glamping/glamping_family', 'https://faq.carshare.dmkt-sp.jp/category/show/8', 'https://travel.dmkt-sp.jp/ferry']"
89,オススメ宿,ｄトラベル,https://travel.dmkt-sp.jp/feature/dtravel-ss/,1052,"[628, 733, 645, 742, 613]",0,"['https://travel.dmkt-sp.jp/feature/dtravel-ss/family', 'https://travel.dmkt-sp.jp/feature/wintersports/', 'https://travel.dmkt-sp.jp/feature/', 'https://travel.dmkt-sp.jp/feature/holidays/autumn/', 'https://travel.dmkt-sp.jp/feature/holidays/winter/']"
90,dポイントの使い方は？,ｄトラベル,https://travel.dmkt-sp.jp/faq/87/,1053,"[1272, 1111, 619, 675, 677]",0,"[nan, nan, 'https://travel.dmkt-sp.jp/howto', 'https://travel.dmkt-sp.jp/howto/jyado/', 'https://travel.dmkt-sp.jp/howto/lecoupon/']"
91,３Dセキュアとは何ですか？,ｄトラベル,https://travel.dmkt-sp.jp/faq/6/,1054,"[941, 778, 761, 1273, 773]",0,"['https://travel.dmkt-sp.jp/faq/8/', 'https://travel.dmkt-sp.jp/faq/7/', 'https://travel.dmkt-sp.jp/faq/6/', nan, 'https://travel.dmkt-sp.jp/faq/86/']"
92,dﾄﾗﾍﾞﾙの広告表示がいらない,ｄトラベル,https://travel.dmkt-sp.jp/faq/95/,1055,"[841, 763, 680, 357, 99]",0,"['https://travel.dmkt-sp.jp/faq/95/', 'https://travel.dmkt-sp.jp/faq/94/', 'https://travel.dmkt-sp.jp/conditions/kikaku', 'https://faq.carshare.dmkt-sp.jp/faq/show/336', 'https://d.dmkt-sp.jp/common/qa/category/maschalle/index007.html']"
93,海外渡航中の緊急連絡先は？,ｄトラベル,https://travel.dmkt-sp.jp/faq/150/,1056,"[1274, 727, 1266, 1269, 1265]",0,"[nan, 'https://travel.dmkt-sp.jp/faq/169', nan, nan, nan]"
94,dセレクトとは何ですか？,ｄトラベル,https://travel.dmkt-sp.jp/faq/1/,1057,"[839, 805, 630, 628, 636]",0,"['https://travel.dmkt-sp.jp/faq/2/', 'https://travel.dmkt-sp.jp/faq/1/', 'https://travel.dmkt-sp.jp/feature/dtravel-ss/kakurega', 'https://travel.dmkt-sp.jp/feature/dtravel-ss/family', 'https://travel.dmkt-sp.jp/feature/dtravel-ss/spa']"
95,ポイント還元,ｄトラベル,https://travel.dmkt-sp.jp/faq/12/,1054,"[940, 1276]",0,"['https://travel.dmkt-sp.jp/faq/9/', nan]"
96,予約方法,ｄトラベル,https://travel.dmkt-sp.jp/howto/jyado/,1055,"[996, 1058, 586, 1028, 1009]",0,"['https://travel.dmkt-sp.jp/faq/82', 'https://travel.dmkt-sp.jp/faq/82/', 'https://faq.carshare.dmkt-sp.jp/faq/show/31', 'https://travel.dmkt-sp.jp/faq/79/', 'https://travel.dmkt-sp.jp/faq/54/']"
97,ポイントについての問い合わせ先は？,ｄトラベル,https://travel.dmkt-sp.jp/faq/15/,1056,"[121, 942, 1277, 140, 1000]",0,"['https://d.dmkt-sp.jp/common/qa/category/sugoroku/index004.html', 'https://travel.dmkt-sp.jp/faq/15/', nan, 'https://d.dmkt-sp.jp/common/qa/category/dpoint/index004.html', 'https://travel.dmkt-sp.jp/contact/other/']"
98,ポイントの付与はいつされますか？,ｄトラベル,https://travel.dmkt-sp.jp/faq/11/,1057,"[558, 87, 136, 1065, 127]",0,"['https://faq.carshare.dmkt-sp.jp/faq/show/37', 'https://d.dmkt-sp.jp/common/qa/category/sugoroku/index001.html', 'https://d.dmkt-sp.jp/common/qa/category/zukan/index007.html', 'templates/helpbot/advance/844/1722/0/1', 'https://d.dmkt-sp.jp/common/qa/category/maschalle/index004.html']"
99,gotoキャンペーン適用可能？,ｄトラベル,https://travel.dmkt-sp.jp/feature/goto/,98,"[646, 641, 652, 1003, 40]",0,"['https://travel.dmkt-sp.jp/feature/goto/', 'https://travel.dmkt-sp.jp/coupon/20200831', 'https://travel.dmkt-sp.jp/feature/hoshinoresort/', 'https://job.dmkt-sp.jp/campaign', 'https://d.dmkt-sp.jp/campaign/coupon/index.html']"
100,dポイントで支払い可能？,ｄトラベル,https://travel.dmkt-sp.jp/faq/87/,55,"[1278, 211, 619, 1006, 955]",0,"[nan, 'https://faq.carshare.dmkt-sp.jp/faq/show/30', 'https://travel.dmkt-sp.jp/howto', 'https://travel.dmkt-sp.jp/faq/48/', 'https://travel.dmkt-sp.jp/faq/109/']"
101,予約が取れません,ｄトラベル,https://travel.dmkt-sp.jp/faq/59/,112,"[1279, 591, 325, 179, 934]",0,"[nan, 'https://faq.carshare.dmkt-sp.jp/faq/show/26', 'https://faq.carshare.dmkt-sp.jp/faq/show/358', 'https://faq.carshare.dmkt-sp.jp/category/show/48', 'https://travel.dmkt-sp.jp/feature/article/cottage/cottage_camp']"
102,宿泊予約　取り方,ｄトラベル,https://travel.dmkt-sp.jp/howto/jyado/,63,"[551, 743, 724, 228, 766]",0,"['https://faq.carshare.dmkt-sp.jp/faq/show/9', 'https://travel.dmkt-sp.jp/feature/article/glamping/', 'https://travel.dmkt-sp.jp/terms/tehai', 'https://faq.carshare.dmkt-sp.jp/category/show/10', 'https://travel.dmkt-sp.jp/faq/35/']"
103,Goto　おすすめ,ｄトラベル,https://travel.dmkt-sp.jp/feature/goto/,63,"[1301, 652, 646, 740, 641]",0,"[nan, 'https://travel.dmkt-sp.jp/feature/hoshinoresort/', 'https://travel.dmkt-sp.jp/feature/goto/', 'https://travel.dmkt-sp.jp/feature/hoshinoresort/kai', 'https://travel.dmkt-sp.jp/coupon/20200831']"
104,海外旅行,ｄトラベル,https://travel.dmkt-sp.jp/kaigai,61,"[648, 634, 754, 1000, 650]",0,"['https://travel.dmkt-sp.jp/tentsuki', 'https://travel.dmkt-sp.jp/expedia', 'https://travel.dmkt-sp.jp/cruise/interview', 'https://travel.dmkt-sp.jp/contact/other/', 'https://travel.dmkt-sp.jp/cruise']"
105,国内旅行,ｄトラベル,https://travel.dmkt-sp.jp/jtb_tour/,147,"[748, 608, 637, 723, 742]",0,"['https://travel.dmkt-sp.jp/feature/article/', 'https://travel.dmkt-sp.jp/', 'https://travel.dmkt-sp.jp/registration', 'https://travel.dmkt-sp.jp/registration/ryokin', 'https://travel.dmkt-sp.jp/feature/holidays/autumn/']"
106,日帰り,ｄトラベル,https://travel.dmkt-sp.jp/hotel/list/oneday1/photo/,152,"[915, 889, 884, 890, 885]",0,"['https://travel.dmkt-sp.jp/onsen/onsen_gai/arima/', 'https://travel.dmkt-sp.jp/onsen/hokkaido/', 'https://travel.dmkt-sp.jp/onsen/chugoku/', 'https://travel.dmkt-sp.jp/onsen/izuhakone/', 'https://travel.dmkt-sp.jp/onsen/toukai/']"
107,gotoトラベル,ｄトラベル,https://travel.dmkt-sp.jp/feature/goto/,22,"[1301, 646, 652, 740, 641]",0,"[nan, 'https://travel.dmkt-sp.jp/feature/goto/', 'https://travel.dmkt-sp.jp/feature/hoshinoresort/', 'https://travel.dmkt-sp.jp/feature/hoshinoresort/kai', 'https://travel.dmkt-sp.jp/coupon/20200831']"
108,ツアー,ｄトラベル,https://travel.dmkt-sp.jp/jtb_tour,121,"[835, 648, 838, 829, 855]",0,"['https://travel.dmkt-sp.jp/faq/149/', 'https://travel.dmkt-sp.jp/tentsuki', 'https://travel.dmkt-sp.jp/faq/150/', 'https://travel.dmkt-sp.jp/faq/141/', 'https://travel.dmkt-sp.jp/faq/142/']"
109,レンタカー,ｄトラベル,https://travel.dmkt-sp.jp/faq/145/,10,"[536, 221, 811, 227, 533]",0,"['https://faq.carshare.dmkt-sp.jp/faq/show/4', 'https://faq.carshare.dmkt-sp.jp/category/show/7', 'https://travel.dmkt-sp.jp/faq/145/', 'https://faq.carshare.dmkt-sp.jp/category/show/49', 'https://faq.carshare.dmkt-sp.jp/faq/show/366']"
110,キャンペーン,ｄトラベル,https://travel.dmkt-sp.jp/campaign/,137,"[973, 1003, 1221, 1220, 51]",0,"['https://travel.dmkt-sp.jp/faq/175/', 'https://job.dmkt-sp.jp/campaign', nan, nan, 'https://d.dmkt-sp.jp/common/qa/category/maschalle/index005.html']"
111,予約のキャンセル料はいつから発生しますか？,ｄトラベル,https://travel.dmkt-sp.jp/faq/174/,101,"[262, 424, 439, 1286, 990]",0,"['https://faq.carshare.dmkt-sp.jp/faq/show/82', 'https://faq.carshare.dmkt-sp.jp/faq/show/1043', 'https://faq.carshare.dmkt-sp.jp/faq/show/84', nan, 'https://travel.dmkt-sp.jp/faq/52/']"
112,クーポン,ｄトラベル,https://travel.dmkt-sp.jp/faq/20/,85,"[677, 993, 626, 922, 678]",0,"['https://travel.dmkt-sp.jp/howto/lecoupon/', 'https://travel.dmkt-sp.jp/coupon/20200707/', 'https://travel.dmkt-sp.jp/coupon/', 'https://travel.dmkt-sp.jp/faq/24/', 'https://travel.dmkt-sp.jp/howto/coupon/']"
113,予約した旅行がキャンペーンの対象になっているのか確認したい,ｄトラベル,https://travel.dmkt-sp.jp/faq/175/,74,"[1284, 646, 666, 691, 708]",0,"[nan, 'https://travel.dmkt-sp.jp/feature/goto/', 'https://travel.dmkt-sp.jp/campaign/point_exp/', 'https://travel.dmkt-sp.jp/coupon/20201102/', 'https://travel.dmkt-sp.jp/coupon/20201110/']"
114,キャンセルの連絡をしたのに返信がない,ｄトラベル,https://travel.dmkt-sp.jp/faq/64/,134,"[1285, 1214, 681, 1288, 1033]",0,"[nan, nan, 'https://travel.dmkt-sp.jp/conditions/tehai', nan, 'https://travel.dmkt-sp.jp/faq/85/']"
115,キャンセルした予約のdポイントが返還されません。,ｄトラベル,https://travel.dmkt-sp.jp/faq/52/,125,"[1286, 990, 960, 578, 1008]",0,"[nan, 'https://travel.dmkt-sp.jp/faq/52/', 'https://travel.dmkt-sp.jp/faq/156/', 'https://faq.carshare.dmkt-sp.jp/faq/show/38', 'https://travel.dmkt-sp.jp/faq/50/']"
116,予約の変更のやり方を確認したい,ｄトラベル,https://travel.dmkt-sp.jp/faq/66/,16,"[1007, 1287, 1261, 586, 985]",0,"['https://travel.dmkt-sp.jp/faq/49/', nan, nan, 'https://faq.carshare.dmkt-sp.jp/faq/show/31', 'https://travel.dmkt-sp.jp/faq/45/']"
117,予約の変更がエラーでできない,ｄトラベル,https://travel.dmkt-sp.jp/faq/64/,61,"[1288, 800, 763, 948, 341]",0,"[nan, 'https://travel.dmkt-sp.jp/faq/16/', 'https://travel.dmkt-sp.jp/faq/94/', 'https://travel.dmkt-sp.jp/faq/59/', 'https://faq.carshare.dmkt-sp.jp/faq/show/163']"
118,クーポンが使えない,ｄトラベル,https://travel.dmkt-sp.jp/faq/24/,94,"[927, 925, 641, 702, 993]",0,"['https://travel.dmkt-sp.jp/faq/26/', 'https://travel.dmkt-sp.jp/faq/28/', 'https://travel.dmkt-sp.jp/coupon/20200831', 'https://travel.dmkt-sp.jp/coupon/20200727/', 'https://travel.dmkt-sp.jp/coupon/20200707/']"
119,アプリの通知を止めたい,ｄトラベル,https://travel.dmkt-sp.jp/apps/,101,"[633, 55, 319, 422, 178]",0,"['https://travel.dmkt-sp.jp/apps/', 'https://d.dmkt-sp.jp/common/qa/category/mail_push/index002.html', 'https://faq.carshare.dmkt-sp.jp/faq/show/389', 'https://faq.carshare.dmkt-sp.jp/faq/show/1091', 'https://faq.carshare.dmkt-sp.jp/category/show/54']"
120,予約キャンセルしたい,ｄトラベル,https://travel.dmkt-sp.jp/faq/63/,149,"[286, 990, 1152, 470, 960]",0,"['https://faq.carshare.dmkt-sp.jp/faq/show/395', 'https://travel.dmkt-sp.jp/faq/52/', nan, 'https://faq.carshare.dmkt-sp.jp/faq/show/372', 'https://travel.dmkt-sp.jp/faq/156/']"
121,予約できない,ｄトラベル,https://travel.dmkt-sp.jp/faq/59/,49,"[256, 369, 969, 337, 1024]",0,"['https://faq.carshare.dmkt-sp.jp/faq/show/1061', 'https://faq.carshare.dmkt-sp.jp/faq/show/369', 'https://travel.dmkt-sp.jp/faq/41/', 'https://faq.carshare.dmkt-sp.jp/faq/show/148', 'https://travel.dmkt-sp.jp/faq/75/']"
122,予約確認をしたい,ｄトラベル,https://travel.dmkt-sp.jp/faq/35/,103,"[1027, 640, 1011, 1009, 1281]",0,"['https://travel.dmkt-sp.jp/faq/78/', 'https://travel.dmkt-sp.jp/reservation/guest/', 'https://travel.dmkt-sp.jp/faq/62/', 'https://travel.dmkt-sp.jp/faq/54/', nan]"
123,どういうサービスなの？,ｄトラベル,https://travel.dmkt-sp.jp/howto,85,"[126, 773, 783, 125, 972]",0,"['https://d.dmkt-sp.jp/common/qa/category/other/index001.html', 'https://travel.dmkt-sp.jp/faq/86/', 'https://travel.dmkt-sp.jp/faq/88/', 'https://d.dmkt-sp.jp/common/qa/category/dmarket/index009.html', 'https://travel.dmkt-sp.jp/faq/176/']"
124,go toトラベル使えるの？,ｄトラベル,https://travel.dmkt-sp.jp/feature/goto/,42,"[657, 690, 694, 638, 712]",0,"['https://travel.dmkt-sp.jp/feature/goto/coupon', 'https://travel.dmkt-sp.jp/coupon/20200930/', 'https://travel.dmkt-sp.jp/coupon/20201112/', 'https://travel.dmkt-sp.jp/coupon/20200427', 'https://travel.dmkt-sp.jp/coupon/20201118/']"
125,キャンセルしたい,ｄトラベル,https://travel.dmkt-sp.jp/faq/63/,93,"[1034, 140, 1152, 286, 990]",0,"['https://travel.dmkt-sp.jp/faq/89/', 'https://d.dmkt-sp.jp/common/qa/category/dpoint/index004.html', nan, 'https://faq.carshare.dmkt-sp.jp/faq/show/395', 'https://travel.dmkt-sp.jp/faq/52/']"
126,旅行の予約をしたい,ｄトラベル,https://travel.dmkt-sp.jp/howto/jyado/,3,"[837, 666, 678, 762, 623]",0,"['https://travel.dmkt-sp.jp/faq/166/', 'https://travel.dmkt-sp.jp/campaign/point_exp/', 'https://travel.dmkt-sp.jp/howto/coupon/', 'https://travel.dmkt-sp.jp/faq/165/', 'https://travel.dmkt-sp.jp/conditions']"
127,おすすめは？,ｄトラベル,https://travel.dmkt-sp.jp/feature/dtravel-ss/,16,"[645, 748, 651, 16, 911]",0,"['https://travel.dmkt-sp.jp/feature/', 'https://travel.dmkt-sp.jp/feature/article/', 'https://travel.dmkt-sp.jp/bustour/hatobus', 'https://d.dmkt-sp.jp/campaign/otoku/index.html', 'https://travel.dmkt-sp.jp/onsen/onsen_gai/gero/']"
128,ｄポイントで支払いたい,ｄトラベル,https://travel.dmkt-sp.jp/faq/87/,149,"[1140, 1295, 1114, 724, 1076]",0,"[nan, nan, nan, 'https://travel.dmkt-sp.jp/terms/tehai', nan]"
129,キャンセル料はいくらですか？,ｄトラベル,https://travel.dmkt-sp.jp/faq/174/,137,"[500, 1296, 933, 1012, 525]",0,"['https://faq.carshare.dmkt-sp.jp/faq/show/325', nan, 'https://travel.dmkt-sp.jp/feature/article/glamping/glamping_activity', 'https://travel.dmkt-sp.jp/faq/63/', 'https://faq.carshare.dmkt-sp.jp/faq/show/172']"
130,どんなツアーがあるのか,ｄトラベル,https://travel.dmkt-sp.jp/jtb_tour/,24,"[835, 648, 838, 829, 855]",0,"['https://travel.dmkt-sp.jp/faq/149/', 'https://travel.dmkt-sp.jp/tentsuki', 'https://travel.dmkt-sp.jp/faq/150/', 'https://travel.dmkt-sp.jp/faq/141/', 'https://travel.dmkt-sp.jp/faq/142/']"
131,途中でキーをなくした,ｄカーシェア,https://faq.carshare.dmkt-sp.jp/faq/show/245?back=front%2Fcategory%3Ashow&category_id=21&page=1&site_domain=default&sort=sort_access&sort_order=desc,126,"[353, 1089, 106, 604, 930]",0,"['https://faq.carshare.dmkt-sp.jp/faq/show/337', nan, 'https://d.dmkt-sp.jp/common/qa/category/dmarket/index001.html', 'https://faq.carshare.dmkt-sp.jp/faq/show/23', 'https://travel.dmkt-sp.jp/feature/kagayagroup/nijitoumi']"
132,途中でキーをなくした,ｄカーシェア,https://faq.carshare.dmkt-sp.jp/faq/show/247?back=front%2Fcategory%3Ashow&category_id=21&page=1&site_domain=default&sort=sort_access&sort_order=desc,142,"[353, 1089, 106, 604, 930]",0,"['https://faq.carshare.dmkt-sp.jp/faq/show/337', nan, 'https://d.dmkt-sp.jp/common/qa/category/dmarket/index001.html', 'https://faq.carshare.dmkt-sp.jp/faq/show/23', 'https://travel.dmkt-sp.jp/feature/kagayagroup/nijitoumi']"
133,車　返す場所を選べるか？,ｄカーシェア,https://faq.carshare.dmkt-sp.jp/faq/show/1087?back=front%2Fcategory%3Asearch&category_id=1&commit=&keyword=%E5%8D%B4&page=1&site_domain=default&site_id=1&sort=sort_keyword&sort_order=desc&utf8=%E2%9C%93,141,"[743, 931, 754, 679, 1004]",0,"['https://travel.dmkt-sp.jp/feature/article/glamping/', 'https://travel.dmkt-sp.jp/feature/article/glamping/glamping_family', 'https://travel.dmkt-sp.jp/cruise/interview', 'https://travel.dmkt-sp.jp/howto/eticket/', 'https://travel.dmkt-sp.jp/faq/44/']"
134,車　返す場所を選べるか？,ｄカーシェア,https://faq.carshare.dmkt-sp.jp/faq/show/232?back=front%2Fcategory%3Asearch&category_id=1&commit=&keyword=%E5%8D%B4&page=1&site_domain=default&site_id=1&sort=sort_keyword&sort_order=desc&utf8=%E2%9C%93,76,"[743, 931, 754, 679, 1004]",0,"['https://travel.dmkt-sp.jp/feature/article/glamping/', 'https://travel.dmkt-sp.jp/feature/article/glamping/glamping_family', 'https://travel.dmkt-sp.jp/cruise/interview', 'https://travel.dmkt-sp.jp/howto/eticket/', 'https://travel.dmkt-sp.jp/faq/44/']"
135,車　返す場所を選べるか？,ｄカーシェア,https://faq.carshare.dmkt-sp.jp/faq/show/233?back=front%2Fcategory%3Asearch&category_id=1&commit=&keyword=%E5%8D%B4&page=1&site_domain=default&site_id=1&sort=sort_keyword&sort_order=desc&utf8=%E2%9C%93,49,"[743, 931, 754, 679, 1004]",0,"['https://travel.dmkt-sp.jp/feature/article/glamping/', 'https://travel.dmkt-sp.jp/feature/article/glamping/glamping_family', 'https://travel.dmkt-sp.jp/cruise/interview', 'https://travel.dmkt-sp.jp/howto/eticket/', 'https://travel.dmkt-sp.jp/faq/44/']"
136,車　返す場所を選べるか？,ｄカーシェア,https://faq.carshare.dmkt-sp.jp/faq/show/234?back=front%2Fcategory%3Asearch&category_id=1&commit=&keyword=%E5%8D%B4&page=1&site_domain=default&site_id=1&sort=sort_keyword&sort_order=desc&utf8=%E2%9C%93,57,"[743, 931, 754, 679, 1004]",0,"['https://travel.dmkt-sp.jp/feature/article/glamping/', 'https://travel.dmkt-sp.jp/feature/article/glamping/glamping_family', 'https://travel.dmkt-sp.jp/cruise/interview', 'https://travel.dmkt-sp.jp/howto/eticket/', 'https://travel.dmkt-sp.jp/faq/44/']"
137,ガソリン自腹で入れてしまいました。お金は返金されますか？,ｄカーシェア,https://faq.carshare.dmkt-sp.jp/faq/show/320?back=front%2Fcategory%3Ashow&category_id=40&page=1&site_domain=default&sort=sort_access&sort_order=desc,136,"[1052, 217, 176, 1007, 1008]",0,"['https://carshare.dmkt-sp.jp/carsharing/payment-cariteco.html', 'https://faq.carshare.dmkt-sp.jp/category/show/56', 'https://faq.carshare.dmkt-sp.jp/category/show/8', 'https://travel.dmkt-sp.jp/faq/49/', 'https://travel.dmkt-sp.jp/faq/50/']"
138,ガソリン自腹で入れてしまいました。お金は返金されますか？,ｄカーシェア,https://faq.carshare.dmkt-sp.jp/faq/show/223?back=front%2Fcategory%3Asearch&category_id=1&commit=&keyword=%E5%8D%B4&page=1&site_domain=default&site_id=1&sort=sort_keyword&sort_order=desc&utf8=%E2%9C%93,62,"[1052, 217, 176, 1007, 1008]",0,"['https://carshare.dmkt-sp.jp/carsharing/payment-cariteco.html', 'https://faq.carshare.dmkt-sp.jp/category/show/56', 'https://faq.carshare.dmkt-sp.jp/category/show/8', 'https://travel.dmkt-sp.jp/faq/49/', 'https://travel.dmkt-sp.jp/faq/50/']"
139,ガソリン自腹で入れてしまいました。お金は返金されますか？,ｄカーシェア,https://faq.carshare.dmkt-sp.jp/faq/show/224?back=front%2Fcategory%3Asearch&category_id=1&commit=&keyword=%E5%8D%B4&page=1&site_domain=default&site_id=1&sort=sort_keyword&sort_order=desc&utf8=%E2%9C%93,149,"[1052, 217, 176, 1007, 1008]",0,"['https://carshare.dmkt-sp.jp/carsharing/payment-cariteco.html', 'https://faq.carshare.dmkt-sp.jp/category/show/56', 'https://faq.carshare.dmkt-sp.jp/category/show/8', 'https://travel.dmkt-sp.jp/faq/49/', 'https://travel.dmkt-sp.jp/faq/50/']"
140,ガソリン自腹で入れてしまいました。お金は返金されますか？,ｄカーシェア,https://faq.carshare.dmkt-sp.jp/faq/show/225?back=front%2Fcategory%3Asearch&category_id=1&commit=&keyword=%E5%8D%B4&page=1&site_domain=default&site_id=1&sort=sort_keyword&sort_order=desc&utf8=%E2%9C%93,137,"[1052, 217, 176, 1007, 1008]",0,"['https://carshare.dmkt-sp.jp/carsharing/payment-cariteco.html', 'https://faq.carshare.dmkt-sp.jp/category/show/56', 'https://faq.carshare.dmkt-sp.jp/category/show/8', 'https://travel.dmkt-sp.jp/faq/49/', 'https://travel.dmkt-sp.jp/faq/50/']"
141,ガソリン自腹で入れてしまいました。お金は返金されますか？,ｄカーシェア,https://faq.carshare.dmkt-sp.jp/faq/show/1084?back=front%2Fcategory%3Asearch&category_id=1&commit=&keyword=%E5%8D%B4&page=1&site_domain=default&site_id=1&sort=sort_keyword&sort_order=desc&utf8=%E2%9C%93,74,"[1052, 217, 176, 1007, 1008]",0,"['https://carshare.dmkt-sp.jp/carsharing/payment-cariteco.html', 'https://faq.carshare.dmkt-sp.jp/category/show/56', 'https://faq.carshare.dmkt-sp.jp/category/show/8', 'https://travel.dmkt-sp.jp/faq/49/', 'https://travel.dmkt-sp.jp/faq/50/']"
142,キャッシュレスアプリで支払い可能か？また今後支払い方法に追加されるか？,ｄカーシェア,https://faq.carshare.dmkt-sp.jp/faq/show/30?back=front%2Fcategory%3Ashow&category_id=13&page=1&site_domain=default&sort=sort_access&sort_order=desc,88,"[1006, 921, 211, 975, 678]",0,"['https://travel.dmkt-sp.jp/faq/48/', 'https://travel.dmkt-sp.jp/faq/61/', 'https://faq.carshare.dmkt-sp.jp/faq/show/30', 'https://travel.dmkt-sp.jp/faq/123/', 'https://travel.dmkt-sp.jp/howto/coupon/']"
143,レンタルする際にキャンペーンなどはありますか？,ｄカーシェア,https://carshare.dmkt-sp.jp/campaign/,85,"[146, 539, 42, 143, 224]",0,"['https://d.dmkt-sp.jp/common/maschalle_benerules/index.html', 'https://faq.carshare.dmkt-sp.jp/faq/show/1054', 'https://d.dmkt-sp.jp/common/maschalle_explain/index.html', 'https://d.dmkt-sp.jp/common/maschalle_stexplain/index.html', 'https://faq.carshare.dmkt-sp.jp/category/show/63']"
144,dポイントはレンタルに利用可能？,ｄカーシェア,https://faq.carshare.dmkt-sp.jp/faq/show/36?back=front%2Fcategory%3Ashow&category_id=13&page=2&site_domain=default&sort=sort_access&sort_order=desc,24,"[962, 801, 26, 43, 45]",0,"['https://travel.dmkt-sp.jp/faq/154/', 'https://travel.dmkt-sp.jp/faq/56/', 'https://d.dmkt-sp.jp/theme/daccount/index.html?backurl=https%3A%2F%2Fd.dmkt-sp.jp%2Fcommon%2Fdpoint%2Findex.html%3Fdcmstore_view%3Dnone', 'https://d.dmkt-sp.jp/theme/daccount/index.html?backurl=https%3A%2F%2Fd.dmkt-sp.jp%2Fcommon%2Fdpoint%2Findex.html%3Fdcmstore_view%3Dnone&aplapird=ON', 'https://d.dmkt-sp.jp/theme/daccount/index.html?backurl=https%3A%2F%2Fd.dmkt-sp.jp%2Fcommon%2Fmypage%2Findex.html%3Fdcmstore_view%3Dnone']"
145,ドコモユーザーではない。利用可能？,ｄカーシェア,https://faq.carshare.dmkt-sp.jp/faq/show/8?back=front%2Fcategory%3Ashow&category_id=10&page=1&site_domain=default&sort=sort_access&sort_order=desc,82,"[56, 440, 571, 168, 236]",0,"['https://d.dmkt-sp.jp/common/qa/category/review/index001.html', 'https://faq.carshare.dmkt-sp.jp/faq/show/105', 'https://faq.carshare.dmkt-sp.jp/faq/show/355', 'https://faq.carshare.dmkt-sp.jp/category/show/36', 'https://faq.carshare.dmkt-sp.jp/category/show/47']"
146,ポートアウトした。継続利用可能？,ｄカーシェア,https://faq.carshare.dmkt-sp.jp/faq/show/8?back=front%2Fcategory%3Ashow&category_id=10&page=1&site_domain=default&sort=sort_access&sort_order=desc,134,"[143, 1203, 252, 1208, 1202]",0,"['https://d.dmkt-sp.jp/common/maschalle_stexplain/index.html', nan, 'https://faq.carshare.dmkt-sp.jp/faq/show/127', nan, nan]"
147,NOCって何？,ｄカーシェア,https://carshare.dmkt-sp.jp/carsharing/insurance-orix.html,63,"[401, 1054, 1057, 1053, 653]",0,"['https://faq.carshare.dmkt-sp.jp/faq/show/1042', 'https://carshare.dmkt-sp.jp/carsharing/insurance-orix.html', 'https://carshare.dmkt-sp.jp/carsharing/insurance-toyotashare.html', 'https://carshare.dmkt-sp.jp/carsharing/payment-toyotashare.html', 'https://travel.dmkt-sp.jp/car']"
148,NOCって何？,ｄカーシェア,https://carshare.dmkt-sp.jp/carsharing/insurance-careco.html,82,"[401, 1054, 1057, 1053, 653]",0,"['https://faq.carshare.dmkt-sp.jp/faq/show/1042', 'https://carshare.dmkt-sp.jp/carsharing/insurance-orix.html', 'https://carshare.dmkt-sp.jp/carsharing/insurance-toyotashare.html', 'https://carshare.dmkt-sp.jp/carsharing/payment-toyotashare.html', 'https://travel.dmkt-sp.jp/car']"
